subscription_id,customer_id,plan,contract_type,start_date,end_date,status,monthly_fee,tenure_months
8560,8560,Basic,Monthly,2023-08-10,2025-03-25,Churned,49,19
8561,8561,Basic,Monthly,2026-02-16,,Active,49,3
8562,8562,Enterprise,Monthly,2024-09-07,,Active,499,21
8563,8563,Basic,Monthly,2025-11-25,,Active,49,6
8564,8564,Premium,Annual,2024-10-29,,Active,199,19
8565,8565,Basic,Monthly,2025-02-16,2026-04-29,Churned,49,14
8566,8566,Standard,Annual,2024-10-16,,Active,99,19
8567,8567,Standard,Monthly,2024-02-04,,Active,99,28
8568,8568,Standard,Annual,2024-01-01,,Active,99,29
8569,8569,Basic,Annual,2024-01-29,2024-11-28,Churned,49,10
8570,8570,Premium,Monthly,2024-03-28,,Active,199,26
8571,8571,Premium,Monthly,2023-06-22,,Active,199,35
8572,8572,Standard,Annual,2025-10-21,,Active,99,7
8573,8573,Standard,Annual,2024-08-25,,Active,99,21
8574,8574,Basic,Monthly,2025-01-26,,Active,49,16
8575,8575,Premium,Annual,2024-03-16,,Active,199,26
8576,8576,Standard,Monthly,2025-02-21,,Active,99,15
8577,8577,Enterprise,Monthly,2024-09-02,,Active,499,21
8578,8578,Standard,Annual,2024-07-18,,Active,99,22
8579,8579,Standard,Monthly,2025-09-04,,Active,99,9
8580,8580,Premium,Monthly,2025-01-18,,Active,199,16
8581,8581,Basic,Annual,2025-07-16,2026-01-16,Churned,49,6
8582,8582,Enterprise,Monthly,2025-03-08,,Active,499,15
8583,8583,Standard,Annual,2024-06-22,2025-09-28,Churned,99,15
8584,8584,Standard,Monthly,2026-01-09,,Active,99,4
8585,8585,Enterprise,Annual,2025-12-24,,Active,499,5
8586,8586,Basic,Monthly,2026-05-18,,Active,49,0
8587,8587,Enterprise,Annual,2024-05-10,2025-07-17,Churned,499,14
8588,8588,Enterprise,Monthly,2024-06-02,,Active,499,24
8589,8589,Basic,Annual,2023-07-09,,Active,49,35
8590,8590,Enterprise,Monthly,2024-09-26,,Active,499,20
8591,8591,Standard,Monthly,2024-09-02,,Active,99,21
8592,8592,Basic,Monthly,2025-04-10,,Active,49,13
8593,8593,Basic,Annual,2025-12-23,,Active,49,5
8594,8594,Enterprise,Monthly,2025-03-20,,Active,499,14
8595,8595,Standard,Monthly,2023-07-13,,Active,99,35
8596,8596,Premium,Monthly,2026-04-24,,Active,199,1
8597,8597,Standard,Monthly,2024-08-25,2025-05-14,Churned,99,8
8598,8598,Basic,Monthly,2025-10-24,,Active,49,7
8599,8599,Basic,Monthly,2023-11-26,2025-10-03,Churned,49,22
8600,8600,Standard,Monthly,2023-12-06,2024-10-20,Churned,99,10
8601,8601,Enterprise,Monthly,2025-11-08,,Active,499,6
8602,8602,Basic,Monthly,2025-01-20,,Active,49,16
8603,8603,Standard,Monthly,2025-10-30,,Active,99,7
8604,8604,Enterprise,Annual,2024-07-05,,Active,499,23
8605,8605,Basic,Annual,2024-11-01,2025-12-01,Churned,49,13
8606,8606,Premium,Annual,2026-01-14,,Active,199,4
8607,8607,Basic,Monthly,2025-03-06,,Active,49,15
8608,8608,Basic,Monthly,2023-11-24,,Active,49,30
8609,8609,Basic,Monthly,2023-10-24,2025-05-19,Churned,49,19
8610,8610,Basic,Annual,2024-08-08,2026-05-31,Churned,49,22
8611,8611,Basic,Annual,2025-01-12,2025-11-12,Churned,49,10
8612,8612,Basic,Monthly,2026-04-06,,Active,49,1
8613,8613,Premium,Monthly,2024-07-31,,Active,199,22
8614,8614,Standard,Monthly,2026-03-16,,Active,99,2
8615,8615,Premium,Monthly,2023-10-14,2024-10-04,Churned,199,11
8616,8616,Basic,Monthly,2023-07-24,,Active,49,34
8617,8617,Basic,Annual,2026-01-01,,Active,49,5
8618,8618,Basic,Monthly,2023-11-25,2024-02-05,Churned,49,2
8619,8619,Basic,Monthly,2024-03-30,,Active,49,26
8620,8620,Standard,Monthly,2024-02-05,,Active,99,28
8621,8621,Basic,Monthly,2025-02-08,,Active,49,15
8622,8622,Standard,Monthly,2025-02-22,,Active,99,15
8623,8623,Standard,Monthly,2024-10-08,,Active,99,20
8624,8624,Standard,Monthly,2023-10-23,,Active,99,31
8625,8625,Basic,Monthly,2024-03-27,2024-11-05,Churned,49,7
8626,8626,Basic,Annual,2024-10-31,,Active,49,19
8627,8627,Basic,Monthly,2023-12-28,2025-01-19,Churned,49,12
8628,8628,Standard,Monthly,2025-11-25,,Active,99,6
8629,8629,Standard,Monthly,2024-03-14,,Active,99,26
8630,8630,Enterprise,Monthly,2023-12-02,,Active,499,30
8631,8631,Basic,Monthly,2025-05-19,2026-05-26,Churned,49,12
8632,8632,Basic,Monthly,2025-04-15,,Active,49,13
8633,8633,Enterprise,Monthly,2025-03-12,,Active,499,14
8634,8634,Basic,Monthly,2024-10-02,2025-10-31,Churned,49,13
8635,8635,Premium,Annual,2023-10-13,2025-04-09,Churned,199,18
8636,8636,Enterprise,Monthly,2024-04-18,,Active,499,25
8637,8637,Enterprise,Annual,2024-06-11,,Active,499,24
8638,8638,Standard,Monthly,2024-03-05,2024-06-09,Churned,99,3
8639,8639,Premium,Monthly,2024-03-30,,Active,199,26
8640,8640,Basic,Monthly,2025-09-16,2026-03-01,Churned,49,5
8641,8641,Premium,Monthly,2024-08-05,,Active,199,22
8642,8642,Basic,Annual,2026-03-17,,Active,49,2
8643,8643,Premium,Monthly,2023-12-08,2025-01-21,Churned,199,13
8644,8644,Standard,Monthly,2026-05-22,,Active,99,0
8645,8645,Enterprise,Annual,2024-03-16,2025-02-27,Churned,499,11
8646,8646,Premium,Monthly,2025-03-08,2025-11-09,Churned,199,8
8647,8647,Basic,Annual,2025-05-21,,Active,49,12
8648,8648,Basic,Annual,2024-03-14,,Active,49,26
8649,8649,Standard,Annual,2023-07-17,,Active,99,35
8650,8650,Basic,Annual,2026-05-03,,Active,49,0
8651,8651,Enterprise,Monthly,2025-02-10,,Active,499,15
8652,8652,Basic,Monthly,2026-04-05,,Active,49,1
8653,8653,Basic,Annual,2024-07-30,,Active,49,22
8654,8654,Basic,Annual,2023-12-12,2024-08-28,Churned,49,8
8655,8655,Standard,Monthly,2025-01-16,,Active,99,16
8656,8656,Premium,Monthly,2023-12-19,,Active,199,29
8657,8657,Basic,Annual,2024-02-19,2024-04-15,Churned,49,1
8658,8658,Premium,Annual,2024-08-27,,Active,199,21
8659,8659,Basic,Monthly,2025-02-19,,Active,49,15
8660,8660,Basic,Monthly,2023-10-03,2025-06-27,Churned,49,21
8661,8661,Basic,Monthly,2025-04-30,,Active,49,13
8662,8662,Standard,Annual,2025-09-15,2025-12-22,Churned,99,3
8663,8663,Enterprise,Monthly,2024-11-02,2026-05-22,Churned,499,18
8664,8664,Standard,Monthly,2025-01-29,,Active,99,16
8665,8665,Basic,Monthly,2026-05-03,,Active,49,0
8666,8666,Standard,Monthly,2025-02-21,,Active,99,15
8667,8667,Basic,Annual,2024-01-31,2025-08-05,Churned,49,18
8668,8668,Basic,Monthly,2025-12-30,,Active,49,5
8669,8669,Basic,Monthly,2024-08-12,2025-10-23,Churned,49,14
8670,8670,Enterprise,Monthly,2024-03-30,2025-04-23,Churned,499,12
8671,8671,Enterprise,Monthly,2025-05-23,,Active,499,12
8672,8672,Premium,Monthly,2023-10-03,2025-04-19,Churned,199,18
8673,8673,Basic,Annual,2023-12-04,,Active,49,30
8674,8674,Standard,Monthly,2024-04-02,,Active,99,26
8675,8675,Premium,Monthly,2024-07-29,,Active,199,22
8676,8676,Basic,Monthly,2024-05-20,,Active,49,24
8677,8677,Standard,Annual,2025-11-30,,Active,99,6
8678,8678,Premium,Annual,2025-02-01,,Active,199,16
8679,8679,Standard,Annual,2024-06-03,2025-08-12,Churned,99,14
8680,8680,Basic,Monthly,2024-11-14,2025-08-15,Churned,49,9
8681,8681,Basic,Monthly,2025-11-27,,Active,49,6
8682,8682,Premium,Monthly,2024-04-27,2025-10-31,Churned,199,18
8683,8683,Standard,Annual,2026-05-16,,Active,99,0
8684,8684,Enterprise,Monthly,2023-08-09,,Active,499,34
8685,8685,Enterprise,Monthly,2024-07-01,,Active,499,23
8686,8686,Enterprise,Annual,2026-03-25,,Active,499,2
8687,8687,Premium,Annual,2025-09-11,,Active,199,8
8688,8688,Enterprise,Monthly,2025-11-10,,Active,499,6
8689,8689,Premium,Monthly,2025-03-16,2025-06-30,Churned,199,3
8690,8690,Basic,Monthly,2024-03-03,2024-05-25,Churned,49,2
8691,8691,Basic,Monthly,2023-09-12,,Active,49,33
8692,8692,Premium,Monthly,2026-04-27,,Active,199,1
8693,8693,Standard,Monthly,2025-05-17,,Active,99,12
8694,8694,Standard,Monthly,2023-07-28,,Active,99,34
8695,8695,Standard,Monthly,2025-06-06,,Active,99,12
8696,8696,Premium,Annual,2024-05-22,,Active,199,24
8697,8697,Basic,Monthly,2023-09-16,2025-08-12,Churned,49,23
8698,8698,Premium,Monthly,2026-02-24,,Active,199,3
8699,8699,Premium,Monthly,2024-06-24,,Active,199,23
8700,8700,Basic,Monthly,2024-06-13,2025-11-14,Churned,49,17
8701,8701,Basic,Monthly,2024-10-20,2025-10-17,Churned,49,12
8702,8702,Basic,Monthly,2026-05-06,,Active,49,0
8703,8703,Standard,Monthly,2024-08-22,2026-01-04,Churned,99,16
8704,8704,Basic,Monthly,2024-08-10,2025-12-07,Churned,49,16
8705,8705,Standard,Monthly,2024-04-16,,Active,99,25
8706,8706,Basic,Monthly,2025-08-19,,Active,49,9
8707,8707,Premium,Annual,2026-03-02,,Active,199,3
8708,8708,Basic,Monthly,2024-12-14,,Active,49,17
8709,8709,Basic,Monthly,2024-02-15,,Active,49,27
8710,8710,Basic,Monthly,2025-03-01,2025-07-23,Churned,49,4
8711,8711,Basic,Monthly,2025-10-30,,Active,49,7
8712,8712,Basic,Monthly,2023-09-16,2024-08-01,Churned,49,10
8713,8713,Standard,Annual,2024-02-10,,Active,99,28
8714,8714,Premium,Annual,2026-05-02,,Active,199,1
8715,8715,Premium,Monthly,2024-02-16,,Active,199,27
8716,8716,Premium,Monthly,2024-09-07,,Active,199,21
8717,8717,Standard,Monthly,2026-04-11,,Active,99,1
8718,8718,Basic,Annual,2025-06-15,,Active,49,11
8719,8719,Premium,Monthly,2025-02-25,2026-04-14,Churned,199,13
8720,8720,Basic,Monthly,2024-10-04,2026-05-17,Churned,49,19
8721,8721,Basic,Annual,2025-11-24,,Active,49,6
8722,8722,Basic,Monthly,2026-01-06,,Active,49,4
8723,8723,Standard,Annual,2023-10-02,,Active,99,32
8724,8724,Standard,Annual,2024-02-28,2025-08-18,Churned,99,17
8725,8725,Standard,Monthly,2024-02-04,,Active,99,28
8726,8726,Premium,Monthly,2024-02-06,,Active,199,28
8727,8727,Enterprise,Monthly,2026-05-08,,Active,499,0
8728,8728,Premium,Monthly,2024-06-08,,Active,199,24
8729,8729,Premium,Annual,2025-05-27,,Active,199,12
8730,8730,Premium,Monthly,2025-11-30,,Active,199,6
8731,8731,Basic,Annual,2024-07-03,,Active,49,23
8732,8732,Standard,Monthly,2024-05-21,,Active,99,24
8733,8733,Standard,Monthly,2024-04-19,,Active,99,25
8734,8734,Standard,Monthly,2026-05-02,,Active,99,1
8735,8735,Basic,Monthly,2025-03-17,2026-03-27,Churned,49,12
8736,8736,Standard,Monthly,2026-03-28,,Active,99,2
8737,8737,Premium,Annual,2023-11-13,,Active,199,31
8738,8738,Standard,Annual,2025-12-15,,Active,99,5
8739,8739,Enterprise,Monthly,2023-07-31,2023-10-13,Churned,499,2
8740,8740,Basic,Monthly,2025-05-14,,Active,49,12
8741,8741,Basic,Monthly,2025-01-13,,Active,49,16
8742,8742,Basic,Monthly,2025-04-11,2026-05-04,Churned,49,12
8743,8743,Basic,Monthly,2025-06-09,2025-07-30,Churned,49,1
8744,8744,Standard,Monthly,2026-05-16,,Active,99,0
8745,8745,Premium,Monthly,2023-09-20,,Active,199,32
8746,8746,Standard,Monthly,2023-08-01,2025-05-21,Churned,99,21
8747,8747,Enterprise,Annual,2023-08-03,,Active,499,34
8748,8748,Premium,Annual,2024-05-27,,Active,199,24
8749,8749,Basic,Monthly,2026-04-20,,Active,49,1
8750,8750,Premium,Annual,2024-06-11,,Active,199,24
8751,8751,Basic,Monthly,2025-10-18,,Active,49,7
8752,8752,Basic,Monthly,2023-10-08,2024-07-02,Churned,49,8
8753,8753,Premium,Monthly,2025-09-26,,Active,199,8
8754,8754,Premium,Monthly,2023-09-21,,Active,199,32
8755,8755,Standard,Annual,2024-07-15,,Active,99,22
8756,8756,Basic,Monthly,2025-06-17,,Active,49,11
8757,8757,Standard,Monthly,2023-08-12,2024-02-05,Churned,99,5
8758,8758,Premium,Monthly,2023-08-22,,Active,199,33
8759,8759,Premium,Monthly,2023-08-27,,Active,199,33
8760,8760,Enterprise,Annual,2025-10-21,,Active,499,7
8761,8761,Premium,Annual,2025-05-18,,Active,199,12
8762,8762,Basic,Monthly,2026-01-06,,Active,49,4
8763,8763,Standard,Monthly,2025-09-14,,Active,99,8
8764,8764,Basic,Monthly,2024-06-19,2025-09-28,Churned,49,15
8765,8765,Enterprise,Monthly,2023-12-12,2024-01-28,Churned,499,1
8766,8766,Basic,Monthly,2025-07-26,,Active,49,10
8767,8767,Standard,Monthly,2025-10-17,,Active,99,7
8768,8768,Basic,Monthly,2026-02-07,,Active,49,3
8769,8769,Basic,Annual,2025-11-20,,Active,49,6
8770,8770,Basic,Annual,2024-10-23,2025-03-18,Churned,49,4
8771,8771,Premium,Monthly,2024-07-25,,Active,199,22
8772,8772,Premium,Monthly,2025-11-01,,Active,199,7
8773,8773,Basic,Monthly,2024-11-17,2025-12-11,Churned,49,12
8774,8774,Premium,Monthly,2025-11-23,,Active,199,6
8775,8775,Basic,Monthly,2023-06-23,,Active,49,35
8776,8776,Basic,Annual,2025-01-05,2025-02-24,Churned,49,1
8777,8777,Premium,Monthly,2025-11-06,,Active,199,6
8778,8778,Enterprise,Monthly,2025-06-17,,Active,499,11
8779,8779,Standard,Monthly,2024-06-26,,Active,99,23
8780,8780,Premium,Monthly,2025-11-11,,Active,199,6
8781,8781,Basic,Monthly,2025-11-12,,Active,49,6
8782,8782,Premium,Monthly,2026-05-19,,Active,199,0
8783,8783,Basic,Monthly,2024-05-25,2025-08-28,Churned,49,15
8784,8784,Standard,Monthly,2025-07-07,,Active,99,10
8785,8785,Standard,Monthly,2025-02-02,,Active,99,16
8786,8786,Basic,Annual,2024-04-19,,Active,49,25
8787,8787,Basic,Monthly,2025-02-13,,Active,49,15
8788,8788,Premium,Annual,2025-03-16,,Active,199,14
8789,8789,Standard,Monthly,2023-09-19,2024-09-26,Churned,99,12
8790,8790,Standard,Monthly,2025-03-03,,Active,99,15
8791,8791,Premium,Monthly,2024-10-18,,Active,199,19
8792,8792,Standard,Monthly,2023-07-17,2024-01-01,Churned,99,5
8793,8793,Standard,Monthly,2025-02-23,,Active,99,15
8794,8794,Basic,Annual,2025-02-22,,Active,49,15
8795,8795,Premium,Monthly,2025-11-17,,Active,199,6
8796,8796,Basic,Monthly,2025-02-27,,Active,49,15
8797,8797,Premium,Monthly,2024-06-07,,Active,199,24
8798,8798,Premium,Monthly,2025-01-01,,Active,199,17
8799,8799,Basic,Monthly,2026-04-23,,Active,49,1
8800,8800,Basic,Monthly,2024-04-28,,Active,49,25
8801,8801,Standard,Annual,2025-02-27,,Active,99,15
8802,8802,Basic,Monthly,2024-12-05,2025-03-06,Churned,49,3
8803,8803,Enterprise,Monthly,2025-02-06,,Active,499,16
8804,8804,Basic,Monthly,2026-04-25,,Active,49,1
8805,8805,Standard,Monthly,2025-12-04,,Active,99,5
8806,8806,Premium,Monthly,2026-02-25,,Active,199,3
8807,8807,Standard,Monthly,2026-05-07,,Active,99,0
8808,8808,Basic,Monthly,2023-11-26,2025-10-13,Churned,49,22
8809,8809,Basic,Monthly,2024-05-10,,Active,49,25
8810,8810,Premium,Monthly,2024-11-18,,Active,199,18
8811,8811,Standard,Monthly,2024-02-16,2024-11-01,Churned,99,8
8812,8812,Basic,Annual,2026-01-24,,Active,49,4
8813,8813,Basic,Monthly,2024-09-27,2025-06-11,Churned,49,8
8814,8814,Enterprise,Annual,2024-08-08,,Active,499,22
8815,8815,Standard,Monthly,2026-05-22,,Active,99,0
8816,8816,Basic,Monthly,2025-02-27,2025-11-15,Churned,49,8
8817,8817,Basic,Monthly,2026-03-04,,Active,49,2
8818,8818,Basic,Annual,2023-11-18,2024-05-04,Churned,49,5
8819,8819,Basic,Annual,2025-04-17,,Active,49,13
8820,8820,Enterprise,Monthly,2024-09-15,,Active,499,20
8821,8821,Basic,Monthly,2025-05-22,,Active,49,12
8822,8822,Basic,Annual,2026-01-06,,Active,49,4
8823,8823,Standard,Annual,2024-07-03,,Active,99,23
8824,8824,Standard,Monthly,2026-01-17,,Active,99,4
8825,8825,Premium,Annual,2025-05-06,,Active,199,13
8826,8826,Basic,Annual,2023-08-11,2025-05-17,Churned,49,21
8827,8827,Enterprise,Monthly,2024-01-21,,Active,499,28
8828,8828,Basic,Monthly,2023-07-25,2024-01-06,Churned,49,5
8829,8829,Basic,Monthly,2025-02-12,2025-06-03,Churned,49,3
8830,8830,Standard,Annual,2023-07-07,2024-04-01,Churned,99,8
8831,8831,Premium,Monthly,2024-08-16,,Active,199,21
8832,8832,Standard,Monthly,2025-07-04,,Active,99,11
8833,8833,Standard,Annual,2023-11-15,,Active,99,30
8834,8834,Enterprise,Annual,2026-01-26,2026-04-30,Churned,499,3
8835,8835,Enterprise,Annual,2024-02-06,,Active,499,28
8836,8836,Premium,Monthly,2023-12-17,,Active,199,29
8837,8837,Basic,Monthly,2025-05-10,,Active,49,12
8838,8838,Premium,Monthly,2025-10-22,,Active,199,7
8839,8839,Standard,Monthly,2025-12-11,,Active,99,5
8840,8840,Basic,Monthly,2025-10-26,,Active,49,7
8841,8841,Basic,Monthly,2025-05-12,,Active,49,12
8842,8842,Premium,Monthly,2025-01-30,2026-05-02,Churned,199,15
8843,8843,Basic,Monthly,2026-01-03,,Active,49,4
8844,8844,Basic,Monthly,2024-12-30,,Active,49,17
8845,8845,Standard,Monthly,2023-10-13,2024-08-06,Churned,99,9
8846,8846,Premium,Monthly,2026-02-17,,Active,199,3
8847,8847,Premium,Annual,2026-01-12,,Active,199,4
8848,8848,Enterprise,Annual,2024-03-26,2026-02-23,Churned,499,23
8849,8849,Standard,Monthly,2025-07-16,,Active,99,10
8850,8850,Basic,Annual,2023-10-11,2024-12-04,Churned,49,14
8851,8851,Enterprise,Monthly,2025-05-27,,Active,499,12
8852,8852,Premium,Annual,2025-06-02,,Active,199,12
8853,8853,Standard,Monthly,2025-04-25,,Active,99,13
8854,8854,Basic,Monthly,2023-09-23,,Active,49,32
8855,8855,Basic,Annual,2024-04-08,,Active,49,26
8856,8856,Basic,Annual,2023-07-18,,Active,49,34
8857,8857,Standard,Annual,2024-03-29,,Active,99,26
8858,8858,Standard,Monthly,2025-06-30,,Active,99,11
8859,8859,Standard,Monthly,2025-02-25,,Active,99,15
8860,8860,Basic,Monthly,2023-07-10,2023-08-24,Churned,49,1
8861,8861,Premium,Monthly,2024-06-27,,Active,199,23
8862,8862,Basic,Monthly,2023-09-05,,Active,49,33
8863,8863,Standard,Annual,2023-12-03,,Active,99,30
8864,8864,Standard,Monthly,2023-12-20,2025-06-21,Churned,99,18
8865,8865,Enterprise,Monthly,2025-10-25,,Active,499,7
8866,8866,Standard,Monthly,2025-04-08,,Active,99,13
8867,8867,Basic,Monthly,2023-12-22,2024-04-17,Churned,49,3
8868,8868,Standard,Annual,2024-04-08,,Active,99,26
8869,8869,Standard,Monthly,2024-04-14,,Active,99,25
8870,8870,Premium,Monthly,2024-04-14,,Active,199,25
8871,8871,Basic,Annual,2024-03-03,,Active,49,27
8872,8872,Basic,Monthly,2024-08-01,2025-05-29,Churned,49,10
8873,8873,Premium,Annual,2025-06-28,,Active,199,11
8874,8874,Basic,Monthly,2023-09-27,,Active,49,32
8875,8875,Enterprise,Monthly,2024-03-24,2025-11-06,Churned,499,19
8876,8876,Standard,Monthly,2024-04-08,,Active,99,26
8877,8877,Standard,Annual,2026-01-28,,Active,99,4
8878,8878,Standard,Monthly,2023-08-19,,Active,99,33
8879,8879,Premium,Monthly,2024-10-10,,Active,199,19
8880,8880,Basic,Annual,2024-07-06,2024-09-27,Churned,49,2
8881,8881,Basic,Annual,2024-04-30,2025-12-16,Churned,49,19
8882,8882,Premium,Monthly,2026-01-05,,Active,199,4
8883,8883,Basic,Annual,2024-10-03,2025-04-28,Churned,49,6
8884,8884,Standard,Monthly,2026-05-12,,Active,99,0
8885,8885,Standard,Monthly,2025-01-01,,Active,99,17
8886,8886,Enterprise,Monthly,2024-02-20,,Active,499,27
8887,8887,Standard,Monthly,2024-06-19,,Active,99,23
8888,8888,Basic,Monthly,2025-07-11,,Active,49,10
8889,8889,Premium,Monthly,2024-10-18,,Active,199,19
8890,8890,Basic,Monthly,2026-04-27,,Active,49,1
8891,8891,Standard,Annual,2024-01-03,2024-02-17,Churned,99,1
8892,8892,Basic,Monthly,2025-07-18,,Active,49,10
8893,8893,Basic,Annual,2026-02-26,,Active,49,3
8894,8894,Standard,Monthly,2026-03-01,,Active,99,3
8895,8895,Enterprise,Monthly,2026-01-12,,Active,499,4
8896,8896,Premium,Monthly,2025-02-01,,Active,199,16
8897,8897,Premium,Monthly,2023-10-11,2024-05-16,Churned,199,7
8898,8898,Standard,Annual,2025-03-25,,Active,99,14
8899,8899,Basic,Annual,2026-02-09,,Active,49,3
8900,8900,Basic,Monthly,2025-06-19,,Active,49,11
8901,8901,Basic,Monthly,2025-06-21,2026-03-06,Churned,49,8
8902,8902,Basic,Monthly,2024-11-27,2025-03-18,Churned,49,3
8903,8903,Standard,Monthly,2024-02-26,,Active,99,27
8904,8904,Basic,Monthly,2023-10-21,,Active,49,31
8905,8905,Premium,Monthly,2023-10-21,2025-03-18,Churned,199,17
8906,8906,Basic,Monthly,2025-01-27,2026-02-15,Churned,49,12
8907,8907,Standard,Monthly,2025-12-06,,Active,99,5
8908,8908,Premium,Monthly,2024-03-07,2025-09-10,Churned,199,18
8909,8909,Basic,Monthly,2026-02-05,,Active,49,3
8910,8910,Premium,Monthly,2023-09-15,,Active,199,33
8911,8911,Standard,Monthly,2023-10-18,,Active,99,31
8912,8912,Basic,Monthly,2025-01-03,,Active,49,17
8913,8913,Basic,Annual,2023-09-28,,Active,49,32
8914,8914,Basic,Monthly,2024-04-08,,Active,49,26
8915,8915,Basic,Monthly,2024-07-20,2024-10-25,Churned,49,3
8916,8916,Basic,Monthly,2025-02-18,,Active,49,15
8917,8917,Standard,Annual,2025-03-03,,Active,99,15
8918,8918,Standard,Annual,2025-07-05,,Active,99,11
8919,8919,Premium,Monthly,2026-02-16,,Active,199,3
8920,8920,Basic,Monthly,2023-11-17,2024-09-26,Churned,49,10
8921,8921,Standard,Monthly,2026-02-02,,Active,99,3
8922,8922,Basic,Monthly,2024-01-12,2025-10-12,Churned,49,21
8923,8923,Premium,Monthly,2024-01-04,,Active,199,29
8924,8924,Premium,Monthly,2026-01-01,,Active,199,5
8925,8925,Standard,Monthly,2025-01-31,2025-08-22,Churned,99,6
8926,8926,Premium,Monthly,2026-01-15,,Active,199,4
8927,8927,Basic,Monthly,2026-01-21,,Active,49,4
8928,8928,Standard,Monthly,2024-11-01,,Active,99,19
8929,8929,Basic,Monthly,2023-08-10,2025-01-29,Churned,49,17
8930,8930,Standard,Monthly,2025-03-15,,Active,99,14
8931,8931,Basic,Monthly,2023-10-20,2025-01-09,Churned,49,14
8932,8932,Standard,Annual,2026-02-21,,Active,99,3
8933,8933,Basic,Monthly,2023-10-28,2024-04-10,Churned,49,5
8934,8934,Premium,Monthly,2023-08-11,,Active,199,34
8935,8935,Basic,Annual,2023-08-17,,Active,49,33
8936,8936,Basic,Monthly,2026-04-03,,Active,49,1
8937,8937,Standard,Monthly,2026-01-06,,Active,99,4
8938,8938,Basic,Monthly,2025-09-10,,Active,49,8
8939,8939,Basic,Monthly,2023-12-31,2025-10-20,Churned,49,21
8940,8940,Basic,Monthly,2024-02-14,,Active,49,27
8941,8941,Basic,Monthly,2025-08-19,,Active,49,9
8942,8942,Basic,Monthly,2024-09-05,,Active,49,21
8943,8943,Enterprise,Annual,2026-05-19,,Active,499,0
8944,8944,Enterprise,Monthly,2025-02-28,2025-12-08,Churned,499,9
8945,8945,Enterprise,Monthly,2024-07-07,,Active,499,23
8946,8946,Standard,Monthly,2025-03-02,,Active,99,15
8947,8947,Standard,Annual,2025-05-09,,Active,99,12
8948,8948,Enterprise,Annual,2026-01-22,,Active,499,4
8949,8949,Premium,Monthly,2024-04-18,,Active,199,25
8950,8950,Premium,Monthly,2026-03-07,,Active,199,2
8951,8951,Basic,Monthly,2024-05-21,,Active,49,24
8952,8952,Premium,Monthly,2024-09-13,,Active,199,20
8953,8953,Basic,Monthly,2024-09-29,2026-01-24,Churned,49,16
8954,8954,Premium,Annual,2026-02-08,,Active,199,3
8955,8955,Enterprise,Monthly,2025-12-26,,Active,499,5
8956,8956,Enterprise,Monthly,2023-09-07,,Active,499,33
8957,8957,Enterprise,Monthly,2024-12-08,,Active,499,18
8958,8958,Basic,Monthly,2026-01-03,,Active,49,4
8959,8959,Basic,Monthly,2023-07-17,2025-01-20,Churned,49,18
8960,8960,Premium,Annual,2025-06-03,,Active,199,12
8961,8961,Standard,Monthly,2024-05-04,,Active,99,25
8962,8962,Basic,Monthly,2025-09-08,,Active,49,8
8963,8963,Standard,Monthly,2026-05-17,,Active,99,0
8964,8964,Basic,Monthly,2025-03-31,,Active,49,14
8965,8965,Basic,Monthly,2024-10-07,2025-09-12,Churned,49,11
8966,8966,Basic,Monthly,2025-11-15,,Active,49,6
8967,8967,Basic,Monthly,2025-03-05,,Active,49,15
8968,8968,Premium,Annual,2024-12-18,2025-04-22,Churned,199,4
8969,8969,Enterprise,Monthly,2025-09-25,,Active,499,8
8970,8970,Standard,Monthly,2025-03-21,,Active,99,14
8971,8971,Standard,Monthly,2024-05-16,,Active,99,24
8972,8972,Standard,Annual,2024-08-07,2025-05-13,Churned,99,9
8973,8973,Basic,Monthly,2024-11-04,2026-03-23,Churned,49,16
8974,8974,Standard,Monthly,2024-04-15,2025-08-16,Churned,99,16
8975,8975,Standard,Monthly,2026-02-08,,Active,99,3
8976,8976,Premium,Annual,2025-01-01,,Active,199,17
8977,8977,Basic,Monthly,2024-08-22,,Active,49,21
8978,8978,Premium,Monthly,2023-12-29,,Active,199,29
8979,8979,Standard,Monthly,2023-08-17,2025-06-03,Churned,99,21
8980,8980,Basic,Monthly,2023-12-31,,Active,49,29
8981,8981,Enterprise,Monthly,2024-08-23,,Active,499,21
8982,8982,Basic,Monthly,2025-10-27,,Active,49,7
8983,8983,Standard,Annual,2026-03-13,,Active,99,2
8984,8984,Basic,Annual,2026-04-30,,Active,49,1
8985,8985,Standard,Monthly,2023-09-24,,Active,99,32
8986,8986,Basic,Annual,2025-08-15,,Active,49,9
8987,8987,Basic,Monthly,2025-03-10,,Active,49,14
8988,8988,Basic,Monthly,2025-03-29,2026-03-06,Churned,49,11
8989,8989,Basic,Monthly,2024-03-30,,Active,49,26
8990,8990,Basic,Monthly,2023-11-18,2025-03-27,Churned,49,16
8991,8991,Basic,Monthly,2023-11-30,,Active,49,30
8992,8992,Premium,Monthly,2025-07-15,2026-02-07,Churned,199,6
8993,8993,Standard,Monthly,2023-07-19,,Active,99,34
8994,8994,Enterprise,Monthly,2026-02-28,,Active,499,3
8995,8995,Standard,Annual,2023-12-07,,Active,99,30
8996,8996,Standard,Annual,2024-04-18,,Active,99,25
8997,8997,Standard,Monthly,2025-06-11,,Active,99,11
8998,8998,Basic,Annual,2023-07-01,,Active,49,35
