customer_id,signup_date,country,age,gender,acquisition_channel,company_size,industry,last_login_date
7848,2024-07-07,Singapore,53,Male,Referral,Large,Retail,2026-05-21
7849,2023-08-10,Indonesia,45,Male,Organic,Small,Retail,2026-04-09
7850,2025-11-17,Germany,32,Male,Referral,Medium,Retail,2026-05-13
7851,2024-06-14,USA,54,Female,Facebook Ads,Large,Education,2026-02-26
7852,2025-07-16,Indonesia,38,Female,Organic,Medium,Technology,2026-02-05
7853,2024-11-08,Singapore,59,Female,LinkedIn,Large,Manufacturing,2026-04-23
7854,2025-03-11,USA,46,Male,Facebook Ads,Small,Education,2026-05-13
7855,2025-12-31,Singapore,65,Male,Organic,Small,Retail,2026-05-17
7856,2023-06-27,Australia,32,Male,Google Ads,Small,Finance,2026-05-19
7857,2025-05-12,Germany,51,Male,LinkedIn,Small,Finance,2026-04-26
7858,2025-03-27,USA,39,Female,Organic,Medium,Retail,2026-05-22
7859,2025-07-02,Germany,25,Male,Referral,Small,Finance,2026-05-07
7860,2025-11-09,Australia,53,Female,Google Ads,Small,Manufacturing,2026-05-30
7861,2024-06-30,UK,53,Male,Facebook Ads,Medium,Education,2026-05-24
7862,2026-03-16,Germany,60,Male,Facebook Ads,Medium,Healthcare,2026-05-26
7863,2024-04-20,USA,49,Female,LinkedIn,Medium,Manufacturing,2026-03-15
7864,2025-11-21,Australia,18,Female,Google Ads,Medium,Healthcare,2026-05-08
7865,2025-03-21,Australia,58,Female,Google Ads,Small,Finance,2026-05-12
7866,2026-04-03,Indonesia,57,Female,Organic,Medium,Manufacturing,2026-05-31
7867,2025-05-27,Singapore,19,Female,Organic,Medium,Technology,2026-05-23
7868,2024-08-26,Germany,56,Female,Referral,Small,Finance,2026-05-25
7869,2024-04-21,Australia,24,Female,Referral,Small,Education,2026-04-10
7870,2025-09-11,Germany,19,Male,Referral,Medium,Education,2026-05-31
7871,2025-03-26,UK,32,Female,Facebook Ads,Medium,Education,2026-05-22
7872,2025-04-07,Indonesia,27,Male,LinkedIn,Large,Manufacturing,2026-05-26
7873,2024-08-06,Australia,28,Female,Organic,Small,Technology,2026-04-28
7874,2025-01-15,Germany,33,Male,Referral,Medium,Education,2026-05-01
7875,2023-11-03,USA,51,Female,Facebook Ads,Small,Retail,2026-04-22
7876,2024-10-17,Australia,34,Male,Referral,Medium,Education,2026-04-21
7877,2026-02-06,USA,45,Female,Google Ads,Small,Retail,2026-05-07
7878,2025-11-21,Germany,39,Female,Organic,Large,Retail,2026-05-11
7879,2026-02-04,Germany,41,Female,Facebook Ads,Small,Finance,2026-05-21
7880,2024-02-17,Singapore,38,Female,Organic,Medium,Healthcare,2026-05-21
7881,2026-04-14,Singapore,58,Female,Referral,Large,Finance,2026-05-30
7882,2024-06-15,UK,18,Female,Organic,Small,Manufacturing,2026-04-07
7883,2026-03-10,Indonesia,65,Male,Organic,Medium,Healthcare,2026-05-29
7884,2024-03-24,Indonesia,38,Female,Google Ads,Small,Retail,2026-05-05
7885,2025-11-08,Australia,36,Female,Referral,Medium,Technology,2026-04-24
7886,2024-01-06,Australia,19,Male,LinkedIn,Large,Technology,2026-03-31
7887,2026-01-04,Indonesia,36,Male,LinkedIn,Small,Retail,2026-04-11
7888,2024-12-11,Singapore,37,Male,Organic,Small,Technology,2026-04-04
7889,2025-11-25,Australia,60,Male,Referral,Medium,Technology,2026-05-21
7890,2025-06-02,USA,39,Female,Referral,Large,Technology,2026-05-06
7891,2024-08-20,Canada,59,Female,Organic,Medium,Retail,2026-05-23
7892,2026-03-26,Singapore,59,Female,Organic,Small,Healthcare,2026-05-29
7893,2025-12-24,UK,53,Female,Organic,Large,Education,2026-05-18
7894,2024-05-08,Australia,26,Male,Referral,Small,Education,2026-02-24
7895,2024-10-28,Australia,61,Male,Referral,Small,Healthcare,2026-04-14
7896,2024-04-25,Australia,33,Female,Referral,Medium,Manufacturing,2026-05-26
7897,2023-10-20,Singapore,59,Male,Google Ads,Medium,Retail,2026-05-13
7898,2025-08-04,Canada,53,Male,Referral,Small,Finance,2026-05-31
7899,2023-08-13,Indonesia,28,Female,LinkedIn,Small,Education,2025-12-19
7900,2024-05-17,Singapore,24,Female,Organic,Small,Finance,2026-05-03
7901,2025-01-05,Canada,40,Male,LinkedIn,Medium,Manufacturing,2026-02-22
7902,2025-09-21,Canada,34,Female,Facebook Ads,Medium,Manufacturing,2026-05-22
7903,2025-07-16,Germany,43,Male,Facebook Ads,Small,Technology,2026-05-23
7904,2024-06-04,Singapore,20,Female,LinkedIn,Small,Manufacturing,2026-04-24
7905,2024-12-30,Australia,19,Female,Facebook Ads,Medium,Education,2026-05-11
7906,2024-09-07,Indonesia,65,Female,Referral,Medium,Healthcare,2026-05-11
7907,2024-09-25,USA,37,Male,Facebook Ads,Small,Manufacturing,2026-02-14
7908,2025-01-30,Germany,21,Female,Google Ads,Small,Technology,2026-05-25
7909,2024-02-10,Australia,50,Male,Referral,Large,Education,2026-02-20
7910,2025-01-29,Australia,24,Male,Organic,Small,Manufacturing,2026-04-25
7911,2024-07-12,Australia,36,Female,Facebook Ads,Small,Finance,2026-03-04
7912,2024-11-07,Australia,24,Female,Organic,Small,Healthcare,2026-05-20
7913,2024-05-24,UK,34,Female,Referral,Large,Healthcare,2026-01-03
7914,2026-01-11,Germany,32,Male,Google Ads,Medium,Finance,2026-05-28
7915,2025-11-20,Germany,24,Male,Referral,Small,Education,2026-05-17
7916,2025-01-14,Germany,43,Male,Google Ads,Medium,Education,2026-04-28
7917,2023-12-13,UK,49,Female,Referral,Small,Technology,2026-05-29
7918,2024-11-25,Australia,21,Female,Organic,Small,Finance,2026-05-29
7919,2024-07-11,Singapore,32,Male,LinkedIn,Medium,Technology,2026-05-08
7920,2026-03-06,Germany,20,Female,Google Ads,Small,Technology,2026-05-09
7921,2023-12-11,UK,34,Female,Organic,Medium,Healthcare,2026-03-04
7922,2025-06-05,USA,34,Female,Organic,Small,Retail,2026-01-30
7923,2026-05-19,UK,36,Female,Facebook Ads,Medium,Finance,2026-05-31
7924,2023-07-09,Australia,44,Female,LinkedIn,Small,Manufacturing,2026-01-19
7925,2025-11-30,Singapore,54,Male,Google Ads,Large,Retail,2026-05-31
7926,2023-10-01,Australia,20,Female,Facebook Ads,Small,Retail,2026-04-10
7927,2025-04-21,Canada,19,Male,Facebook Ads,Medium,Retail,2026-05-24
7928,2023-12-30,Canada,56,Female,LinkedIn,Medium,Healthcare,2026-05-22
7929,2023-12-04,Canada,48,Female,Organic,Medium,Retail,2025-11-18
7930,2024-01-17,UK,60,Male,LinkedIn,Small,Healthcare,2026-03-14
7931,2023-09-13,USA,28,Female,Organic,Small,Finance,2026-04-15
7932,2025-10-15,UK,27,Female,LinkedIn,Small,Technology,2026-05-31
7933,2024-07-26,Australia,30,Male,Referral,Medium,Technology,2026-05-23
7934,2024-03-22,Canada,52,Female,Organic,Medium,Healthcare,2026-05-15
7935,2023-09-16,UK,22,Male,Facebook Ads,Medium,Healthcare,2026-05-29
7936,2025-01-28,Canada,58,Female,Google Ads,Medium,Healthcare,2026-05-18
7937,2024-01-01,USA,41,Female,Facebook Ads,Small,Technology,2026-03-22
7938,2025-01-13,Australia,35,Male,Organic,Small,Retail,2026-05-09
7939,2026-04-27,USA,27,Female,Google Ads,Small,Technology,2026-05-22
7940,2025-09-25,Singapore,60,Male,Facebook Ads,Small,Education,2026-04-06
7941,2023-09-17,USA,64,Male,Google Ads,Small,Finance,2025-07-14
7942,2025-12-02,Germany,33,Male,Google Ads,Medium,Finance,2026-04-25
7943,2024-08-08,Germany,46,Female,Referral,Small,Education,2026-05-29
7944,2026-04-01,UK,50,Male,Facebook Ads,Medium,Healthcare,2026-05-28
7945,2024-08-26,Indonesia,42,Female,Referral,Medium,Education,2026-04-18
7946,2026-04-02,Singapore,27,Female,LinkedIn,Medium,Finance,2026-05-31
7947,2026-04-18,Indonesia,22,Male,Referral,Small,Manufacturing,2026-05-30
7948,2025-09-19,Germany,28,Female,Referral,Small,Manufacturing,2026-05-30
7949,2025-06-27,Indonesia,56,Male,LinkedIn,Small,Manufacturing,2026-05-11
7950,2024-04-08,Germany,46,Male,Google Ads,Small,Technology,2026-05-08
7951,2025-07-15,Germany,25,Male,Organic,Small,Education,2026-01-08
7952,2025-01-24,USA,39,Male,LinkedIn,Small,Finance,2025-10-24
7953,2024-08-24,Australia,61,Male,Google Ads,Small,Manufacturing,2026-05-28
7954,2025-09-20,UK,60,Male,Facebook Ads,Small,Retail,2026-02-12
7955,2025-03-25,Germany,35,Male,Google Ads,Small,Finance,2026-03-24
7956,2023-07-23,Australia,21,Male,Facebook Ads,Small,Education,2026-02-16
7957,2026-04-26,Indonesia,62,Female,Google Ads,Small,Healthcare,2026-05-28
7958,2024-12-25,UK,60,Male,Facebook Ads,Small,Technology,2026-05-01
7959,2023-12-05,UK,49,Male,LinkedIn,Medium,Healthcare,2026-04-28
7960,2025-08-03,Australia,23,Male,Referral,Medium,Technology,2026-05-27
7961,2024-11-13,Australia,44,Male,Google Ads,Medium,Healthcare,2026-05-25
7962,2023-07-26,USA,36,Female,Organic,Large,Retail,2026-05-28
7963,2025-09-15,Singapore,29,Male,LinkedIn,Medium,Retail,2026-05-29
7964,2023-12-16,Australia,58,Male,Google Ads,Large,Healthcare,2026-05-24
7965,2025-02-16,USA,58,Male,Referral,Large,Technology,2026-05-30
7966,2025-12-16,Indonesia,33,Female,Organic,Large,Finance,2026-05-30
7967,2023-10-02,USA,21,Female,Organic,Small,Retail,2025-06-21
7968,2025-08-10,Indonesia,57,Female,Organic,Small,Manufacturing,2025-12-04
7969,2024-08-03,Australia,51,Male,Organic,Small,Education,2026-05-27
7970,2023-10-11,Germany,59,Female,Google Ads,Medium,Retail,2026-05-22
7971,2023-09-29,Australia,43,Female,LinkedIn,Small,Education,2026-04-21
7972,2024-10-14,Canada,44,Male,Referral,Small,Manufacturing,2026-05-20
7973,2024-02-26,Canada,25,Female,Organic,Small,Finance,2026-05-27
7974,2024-03-03,Germany,30,Male,Facebook Ads,Medium,Retail,2026-01-04
7975,2025-10-28,USA,35,Male,Facebook Ads,Small,Education,2026-04-18
7976,2025-05-20,USA,56,Male,Organic,Large,Healthcare,2026-05-27
7977,2024-02-28,Indonesia,65,Female,Google Ads,Small,Technology,2026-04-17
7978,2024-06-04,Germany,18,Male,LinkedIn,Small,Education,2026-05-31
7979,2024-04-14,Indonesia,38,Female,Facebook Ads,Small,Education,2026-04-13
7980,2024-09-01,Indonesia,51,Male,Organic,Small,Retail,2026-04-27
7981,2024-04-30,Canada,52,Male,LinkedIn,Large,Finance,2026-05-22
7982,2025-02-06,Australia,31,Male,Google Ads,Small,Manufacturing,2026-05-13
7983,2024-03-04,Singapore,29,Female,LinkedIn,Small,Healthcare,2025-11-25
7984,2025-06-26,Australia,60,Male,Facebook Ads,Medium,Healthcare,2026-05-03
7985,2025-08-04,Germany,41,Female,Google Ads,Medium,Education,2026-04-16
7986,2025-10-22,Australia,43,Female,LinkedIn,Medium,Retail,2026-05-05
7987,2024-02-29,Australia,21,Male,Referral,Medium,Education,2026-05-18
7988,2026-01-30,Canada,65,Female,Referral,Small,Retail,2026-05-24
7989,2024-02-09,Australia,51,Male,Referral,Medium,Healthcare,2026-05-08
7990,2025-07-22,Singapore,59,Female,Organic,Small,Healthcare,2026-04-17
7991,2024-01-25,Australia,33,Female,LinkedIn,Small,Manufacturing,2026-05-25
7992,2024-08-05,Germany,65,Female,Organic,Medium,Technology,2026-04-12
7993,2024-03-13,Singapore,30,Male,Referral,Medium,Technology,2026-04-12
7994,2026-03-01,Singapore,22,Male,LinkedIn,Large,Manufacturing,2026-05-19
7995,2023-09-06,Australia,18,Female,Google Ads,Small,Technology,2026-04-16
7996,2024-04-26,Indonesia,41,Female,Facebook Ads,Small,Technology,2026-02-04
7997,2025-03-03,USA,21,Male,LinkedIn,Small,Technology,2026-05-30
7998,2025-06-29,Australia,61,Male,Google Ads,Small,Technology,2026-05-31
7999,2024-02-02,Indonesia,45,Male,Google Ads,Medium,Retail,2026-05-28
8000,2024-10-16,USA,61,Male,Organic,Large,Manufacturing,2026-05-14
8001,2024-09-22,UK,26,Female,Referral,Medium,Finance,2026-03-21
8002,2024-02-14,Canada,25,Female,Organic,Small,Education,2026-02-21
8003,2025-06-23,Canada,30,Male,Organic,Small,Technology,2026-05-30
8004,2025-06-30,Singapore,46,Male,Facebook Ads,Medium,Healthcare,2026-05-26
8005,2024-02-12,UK,47,Female,Organic,Small,Technology,2026-04-21
8006,2024-06-20,Australia,60,Female,Organic,Small,Education,2026-05-11
8007,2024-10-03,Singapore,18,Male,LinkedIn,Small,Retail,2026-05-05
8008,2025-01-25,Indonesia,32,Female,Google Ads,Medium,Finance,2026-05-12
8009,2025-06-02,UK,56,Female,Organic,Small,Retail,2026-05-20
8010,2023-12-12,Canada,41,Male,LinkedIn,Small,Manufacturing,2026-02-20
8011,2024-04-06,USA,27,Male,Facebook Ads,Medium,Retail,2026-05-01
8012,2024-12-09,Germany,24,Male,Referral,Small,Manufacturing,2026-02-20
8013,2024-06-15,Germany,19,Male,LinkedIn,Small,Finance,2026-03-06
8014,2023-10-13,UK,46,Female,Referral,Small,Manufacturing,2026-04-01
8015,2025-03-02,UK,55,Male,LinkedIn,Small,Retail,2026-05-29
8016,2024-04-18,UK,30,Male,Google Ads,Medium,Manufacturing,2026-02-13
8017,2023-12-05,Australia,57,Female,LinkedIn,Small,Technology,2026-05-28
8018,2026-04-02,UK,51,Female,Facebook Ads,Medium,Education,2026-05-30
8019,2024-09-26,Australia,63,Male,Referral,Medium,Education,2026-05-09
8020,2025-05-16,Indonesia,33,Male,Referral,Large,Healthcare,2026-05-31
8021,2024-04-03,Indonesia,25,Male,Organic,Small,Manufacturing,2026-03-01
8022,2025-04-13,UK,25,Male,LinkedIn,Medium,Education,2026-05-30
8023,2024-08-19,UK,41,Female,Referral,Small,Technology,2026-03-02
8024,2024-02-15,Singapore,31,Female,Organic,Large,Retail,2026-02-08
8025,2025-02-09,Indonesia,63,Female,Organic,Small,Technology,2026-05-27
8026,2023-10-26,Singapore,44,Female,Facebook Ads,Small,Healthcare,2026-05-03
8027,2024-09-21,Singapore,21,Female,Referral,Medium,Technology,2026-05-25
8028,2025-10-29,Canada,34,Male,Organic,Medium,Technology,2026-05-31
8029,2023-12-07,Germany,43,Male,Referral,Small,Technology,2026-04-27
8030,2025-01-07,Canada,59,Male,Organic,Small,Finance,2026-05-21
8031,2023-07-05,Germany,31,Male,Organic,Medium,Education,2026-04-06
8032,2025-01-04,Singapore,59,Male,Referral,Small,Finance,2026-03-26
8033,2025-02-11,UK,48,Female,LinkedIn,Large,Retail,2026-05-12
8034,2025-01-28,UK,18,Male,Organic,Small,Manufacturing,2026-05-19
8035,2025-05-26,Indonesia,59,Female,LinkedIn,Medium,Retail,2026-05-12
8036,2025-08-20,Singapore,21,Female,Facebook Ads,Medium,Finance,2026-05-26
8037,2024-05-08,Indonesia,36,Male,Organic,Small,Healthcare,2026-04-04
8038,2026-01-16,Canada,35,Male,LinkedIn,Large,Manufacturing,2026-05-10
8039,2024-11-02,Indonesia,22,Male,LinkedIn,Medium,Retail,2026-05-23
8040,2025-04-30,UK,36,Female,Referral,Small,Education,2026-05-20
8041,2026-05-13,Canada,26,Male,Organic,Medium,Healthcare,2026-05-30
8042,2026-05-22,Canada,65,Male,Organic,Small,Education,2026-05-31
8043,2025-05-02,UK,43,Male,Google Ads,Small,Education,2026-03-23
8044,2024-07-30,Indonesia,40,Male,LinkedIn,Medium,Finance,2026-05-27
8045,2023-10-05,UK,62,Female,Referral,Small,Technology,2026-01-09
8046,2025-11-18,Indonesia,49,Female,Referral,Small,Finance,2026-05-27
8047,2025-04-16,Indonesia,32,Male,Referral,Medium,Healthcare,2026-05-28
8048,2026-01-31,Australia,38,Male,Referral,Small,Healthcare,2026-05-27
8049,2025-03-07,Singapore,36,Male,Organic,Medium,Finance,2026-05-28
8050,2025-10-17,Germany,59,Male,Google Ads,Medium,Healthcare,2026-05-22
8051,2025-09-13,Singapore,45,Male,Organic,Medium,Technology,2026-03-26
8052,2025-07-25,Germany,52,Male,Referral,Small,Education,2026-05-04
8053,2025-02-21,Indonesia,61,Female,Referral,Medium,Technology,2026-05-16
8054,2025-02-17,USA,53,Male,Organic,Small,Manufacturing,2026-05-05
8055,2026-04-01,Singapore,38,Female,LinkedIn,Small,Retail,2026-05-30
8056,2024-04-04,Canada,33,Female,Google Ads,Small,Manufacturing,2026-04-05
8057,2023-10-13,Indonesia,59,Female,Google Ads,Small,Education,2026-04-17
8058,2025-09-30,Germany,20,Male,Referral,Small,Healthcare,2026-04-06
8059,2024-12-12,Canada,41,Male,Organic,Medium,Manufacturing,2026-05-23
8060,2024-08-18,Germany,38,Male,LinkedIn,Large,Education,2026-05-24
8061,2025-10-11,Canada,48,Male,Organic,Large,Technology,2026-04-15
8062,2026-04-15,Australia,38,Female,Facebook Ads,Small,Retail,2026-04-25
8063,2026-02-04,UK,59,Male,Facebook Ads,Small,Education,2026-05-28
8064,2026-01-14,USA,38,Female,Organic,Small,Retail,2026-05-15
8065,2024-04-16,Australia,27,Male,Facebook Ads,Small,Manufacturing,2026-05-23
8066,2024-06-03,Canada,42,Female,Facebook Ads,Small,Finance,2026-05-29
8067,2023-11-09,Singapore,56,Male,LinkedIn,Small,Manufacturing,2025-11-01
8068,2025-08-01,USA,23,Female,LinkedIn,Small,Manufacturing,2026-04-28
8069,2025-06-11,Singapore,64,Female,Google Ads,Medium,Education,2026-05-29
8070,2023-10-11,Singapore,57,Male,Facebook Ads,Large,Manufacturing,2026-05-09
8071,2025-12-15,Singapore,59,Male,Referral,Small,Finance,2026-05-25
8072,2026-03-27,USA,25,Male,Organic,Small,Education,2026-05-31
8073,2025-12-24,UK,56,Male,Facebook Ads,Small,Finance,2026-03-26
8074,2025-04-16,Canada,33,Male,Google Ads,Small,Retail,2026-04-05
8075,2026-03-29,Germany,26,Female,Organic,Medium,Manufacturing,2026-05-20
8076,2024-04-01,Indonesia,31,Female,Referral,Small,Finance,2026-02-06
8077,2024-01-31,Singapore,47,Male,LinkedIn,Small,Healthcare,2026-05-25
8078,2024-11-28,Indonesia,29,Female,Referral,Small,Finance,2025-09-29
8079,2026-04-06,UK,59,Female,Google Ads,Medium,Healthcare,2026-05-28
8080,2026-05-06,Canada,24,Female,Google Ads,Small,Healthcare,2026-05-31
8081,2024-05-05,Canada,20,Female,Facebook Ads,Small,Retail,2026-05-18
8082,2024-05-30,UK,25,Female,Facebook Ads,Small,Education,2026-05-11
8083,2023-10-12,Singapore,57,Female,Google Ads,Small,Manufacturing,2026-05-08
8084,2024-09-01,UK,54,Male,LinkedIn,Small,Manufacturing,2026-04-05
8085,2025-12-14,Indonesia,18,Female,LinkedIn,Medium,Manufacturing,2026-05-29
8086,2026-05-19,Singapore,53,Female,Referral,Medium,Manufacturing,2026-05-31
8087,2025-10-20,Australia,32,Female,LinkedIn,Medium,Finance,2026-05-21
8088,2024-10-17,Germany,31,Female,Facebook Ads,Small,Finance,2026-05-19
8089,2023-11-03,Canada,51,Male,Referral,Large,Technology,2025-12-08
8090,2024-07-11,Canada,55,Male,Organic,Small,Technology,2026-04-10
8091,2025-08-24,USA,60,Male,Google Ads,Medium,Technology,2026-05-31
8092,2024-10-31,USA,19,Female,LinkedIn,Small,Manufacturing,2026-05-08
8093,2023-07-12,USA,29,Female,Referral,Large,Healthcare,2026-01-13
8094,2025-09-04,Australia,36,Male,Google Ads,Small,Manufacturing,2026-05-24
8095,2025-11-03,Canada,29,Male,Google Ads,Large,Education,2026-05-29
8096,2024-12-22,Germany,33,Female,Referral,Small,Manufacturing,2026-05-13
8097,2023-11-12,Australia,37,Male,Facebook Ads,Medium,Technology,2026-02-09
8098,2025-01-26,Canada,48,Male,Facebook Ads,Large,Education,2026-05-12
8099,2023-09-28,Germany,51,Male,Referral,Medium,Technology,2026-01-26
8100,2024-07-11,Canada,25,Female,Facebook Ads,Small,Retail,2026-03-04
8101,2024-11-30,Singapore,21,Male,Facebook Ads,Large,Education,2026-05-01
8102,2023-09-07,Canada,46,Male,LinkedIn,Small,Finance,2025-10-27
8103,2026-05-22,USA,46,Female,LinkedIn,Medium,Education,2026-05-31
8104,2025-07-21,Australia,33,Male,Google Ads,Small,Healthcare,2026-05-18
8105,2023-06-26,Singapore,46,Male,Facebook Ads,Small,Finance,2025-10-08
8106,2024-09-24,Indonesia,31,Female,Organic,Medium,Education,2026-05-24
8107,2023-07-21,UK,43,Male,LinkedIn,Medium,Healthcare,2026-04-24
8108,2026-04-12,UK,19,Female,Referral,Medium,Technology,2026-05-28
8109,2024-12-25,USA,38,Male,LinkedIn,Small,Education,2026-04-20
8110,2024-12-26,Australia,26,Male,LinkedIn,Small,Technology,2026-02-09
8111,2025-05-04,Singapore,25,Male,Facebook Ads,Medium,Education,2026-05-05
8112,2026-03-17,Singapore,65,Male,Facebook Ads,Large,Technology,2026-05-22
8113,2025-10-04,Indonesia,26,Female,Referral,Small,Education,2026-05-26
8114,2025-08-14,Indonesia,28,Female,Facebook Ads,Small,Healthcare,2026-05-15
8115,2026-03-19,Canada,47,Male,LinkedIn,Small,Healthcare,2026-05-27
8116,2024-12-09,USA,38,Male,Google Ads,Medium,Retail,2026-03-20
8117,2025-05-01,Indonesia,19,Female,Referral,Small,Retail,2026-05-25
8118,2025-01-12,USA,59,Female,Google Ads,Medium,Finance,2026-05-21
8119,2025-03-16,USA,24,Male,Referral,Medium,Technology,2026-05-15
8120,2025-03-24,Australia,39,Female,Google Ads,Small,Finance,2026-04-02
8121,2024-08-18,Germany,31,Male,Google Ads,Small,Technology,2026-02-25
8122,2026-04-19,Canada,49,Female,Facebook Ads,Small,Retail,2026-05-31
8123,2025-11-09,USA,31,Female,Facebook Ads,Medium,Finance,2026-05-21
8124,2024-01-22,USA,44,Male,Facebook Ads,Small,Technology,2026-05-05
8125,2024-01-12,USA,36,Female,Facebook Ads,Small,Retail,2026-02-14
8126,2024-09-18,Canada,24,Female,Google Ads,Medium,Retail,2026-05-22
8127,2024-09-25,Singapore,37,Male,LinkedIn,Small,Healthcare,2026-05-18
8128,2024-02-24,Germany,33,Male,LinkedIn,Medium,Healthcare,2026-02-16
8129,2024-09-06,USA,45,Female,Google Ads,Small,Education,2026-05-25
8130,2023-12-26,USA,39,Male,Referral,Medium,Retail,2026-05-24
8131,2024-04-13,Australia,58,Male,Google Ads,Small,Retail,2026-05-27
8132,2025-07-28,Canada,65,Male,Facebook Ads,Small,Education,2026-03-22
8133,2024-07-21,Indonesia,60,Male,Google Ads,Small,Manufacturing,2026-05-23
8134,2026-04-07,UK,18,Male,Facebook Ads,Medium,Retail,2026-05-30
8135,2023-08-05,Australia,65,Female,LinkedIn,Small,Healthcare,2026-01-26
8136,2025-09-20,Singapore,46,Male,Referral,Small,Finance,2026-05-30
8137,2024-08-11,USA,38,Female,Organic,Large,Manufacturing,2026-03-27
8138,2024-11-26,UK,23,Female,LinkedIn,Small,Healthcare,2026-05-29
8139,2023-06-27,USA,54,Male,Organic,Small,Retail,2026-05-25
8140,2023-09-19,Singapore,49,Female,Facebook Ads,Medium,Manufacturing,2026-05-17
8141,2023-12-25,Canada,20,Male,Organic,Small,Healthcare,2026-04-10
8142,2025-10-25,Indonesia,58,Male,LinkedIn,Medium,Healthcare,2026-05-29
8143,2024-12-23,Singapore,58,Male,Referral,Medium,Technology,2026-05-13
8144,2024-10-15,Australia,22,Female,LinkedIn,Large,Healthcare,2026-04-07
8145,2025-10-12,UK,51,Female,Organic,Large,Technology,2026-05-14
8146,2023-09-05,USA,36,Male,Organic,Small,Retail,2026-03-01
8147,2025-10-18,UK,40,Female,Facebook Ads,Small,Education,2026-04-30
8148,2025-10-15,Indonesia,31,Female,Facebook Ads,Medium,Healthcare,2026-05-31
8149,2023-10-27,Canada,41,Female,Organic,Small,Education,2025-12-22
8150,2024-10-30,Australia,56,Male,LinkedIn,Small,Finance,2026-04-06
8151,2024-04-25,UK,46,Female,Organic,Small,Finance,2025-12-06
8152,2026-03-09,Australia,20,Female,Facebook Ads,Small,Technology,2026-04-29
8153,2024-01-28,USA,50,Male,Google Ads,Medium,Technology,2026-04-02
8154,2026-03-31,Indonesia,42,Female,Google Ads,Medium,Healthcare,2026-05-29
8155,2026-01-20,USA,53,Male,LinkedIn,Small,Education,2026-05-14
8156,2024-05-26,USA,37,Male,Organic,Small,Technology,2026-05-13
8157,2025-09-07,Germany,22,Female,LinkedIn,Small,Retail,2026-05-12
8158,2024-01-12,Singapore,35,Female,Referral,Medium,Manufacturing,2026-05-28
8159,2024-03-26,Singapore,42,Male,Organic,Medium,Manufacturing,2026-05-23
8160,2023-10-08,Canada,28,Male,Organic,Small,Retail,2026-03-11
8161,2024-09-30,Germany,21,Male,LinkedIn,Small,Retail,2026-05-28
8162,2026-02-14,USA,44,Female,LinkedIn,Small,Education,2026-05-30
8163,2025-06-11,Germany,36,Female,Facebook Ads,Medium,Finance,2026-05-10
8164,2025-04-01,UK,61,Female,Organic,Large,Education,2026-05-27
8165,2025-07-04,Canada,29,Male,Organic,Medium,Finance,2026-05-11
8166,2025-09-28,Indonesia,46,Male,LinkedIn,Large,Manufacturing,2026-05-19
8167,2025-10-03,Singapore,35,Female,Facebook Ads,Medium,Finance,2026-05-26
8168,2025-01-11,Indonesia,55,Female,LinkedIn,Large,Technology,2026-01-13
8169,2025-01-12,Singapore,35,Female,Facebook Ads,Large,Education,2026-05-22
8170,2024-12-13,UK,19,Male,Facebook Ads,Medium,Retail,2026-05-28
8171,2025-05-15,UK,52,Female,Referral,Small,Education,2026-05-08
8172,2025-03-20,Canada,59,Female,Facebook Ads,Medium,Education,2026-05-25
8173,2023-08-20,Germany,53,Male,Referral,Medium,Retail,2026-03-22
8174,2025-08-04,Germany,60,Female,Referral,Medium,Education,2026-05-23
8175,2024-09-18,Germany,31,Female,Facebook Ads,Small,Finance,2026-05-03
8176,2024-02-08,UK,27,Female,Organic,Small,Education,2026-05-08
8177,2025-02-07,Germany,25,Female,Google Ads,Medium,Education,2026-05-05
8178,2026-05-18,Germany,37,Female,Referral,Medium,Retail,2026-05-30
8179,2025-01-25,Germany,62,Female,Organic,Medium,Technology,2026-04-18
8180,2024-05-04,Australia,25,Male,LinkedIn,Small,Healthcare,2026-05-02
8181,2025-02-16,Canada,39,Male,Organic,Small,Education,2026-03-11
8182,2025-02-07,Germany,18,Female,Referral,Medium,Retail,2026-05-05
8183,2024-10-01,UK,54,Male,Organic,Medium,Manufacturing,2026-05-13
8184,2025-12-23,Germany,64,Male,Facebook Ads,Medium,Retail,2026-05-30
8185,2023-10-09,Germany,20,Female,LinkedIn,Medium,Retail,2026-04-04
8186,2024-12-01,Germany,25,Female,Organic,Small,Retail,2026-03-21
8187,2023-11-30,Indonesia,47,Male,Google Ads,Large,Manufacturing,2026-05-18
8188,2025-09-26,USA,62,Male,LinkedIn,Small,Healthcare,2026-05-21
8189,2025-05-26,UK,57,Female,Organic,Medium,Education,2026-05-28
8190,2024-01-31,Singapore,57,Female,Referral,Medium,Finance,2026-03-18
8191,2023-10-03,UK,42,Male,Referral,Small,Healthcare,2026-02-06
8192,2025-01-10,Singapore,53,Female,LinkedIn,Small,Healthcare,2026-05-22
8193,2025-09-06,Singapore,60,Female,Referral,Large,Manufacturing,2026-05-02
8194,2025-01-19,Germany,31,Male,LinkedIn,Medium,Finance,2026-05-17
8195,2024-09-16,USA,63,Female,Organic,Large,Healthcare,2026-01-20
8196,2025-02-13,Canada,18,Female,Google Ads,Small,Manufacturing,2026-04-18
8197,2025-02-26,Germany,26,Male,Referral,Small,Healthcare,2026-05-27
8198,2024-11-26,Singapore,50,Female,Organic,Large,Education,2026-05-15
